pop,arm,knob,value,FA,FS,UA,US
unselected union,stage mean-3,margin,1440.0,2844,1550,8,232
unselected union,stage mean-3,margin,1450.0,2837,1557,8,232
unselected union,stage mean-3,margin,1460.0,2830,1564,8,232
unselected union,stage mean-3,margin,1470.0,2820,1574,8,232
unselected union,stage mean-3,margin,1480.0,2811,1583,8,232
unselected union,stage mean-3,margin,1490.0,2804,1590,8,232
unselected union,stage mean-3,margin,1500.0,2799,1595,8,232
unselected union,stage mean-3,scale,1.0,4373,21,58,182
unselected union,stage mean-3,scale,1.01,4368,26,56,184
unselected union,stage mean-3,scale,1.02,4365,29,51,189
unselected union,stage mean-3,scale,1.03,4364,30,47,193
unselected union,stage mean-3,scale,1.04,4361,33,42,198
unselected union,stage mean-3,scale,1.05,4356,38,38,202
unselected union,stage mean-3,scale,1.06,4352,42,36,204
unselected union,stage mean-3,scale,1.07,4347,47,34,206
unselected union,stage mean-3,scale,1.08,4340,54,34,206
unselected union,stage mean-3,scale,1.09,4333,61,33,207
unselected union,stage mean-3,scale,1.1,4324,70,30,210
unselected union,stage mean-3,scale,1.11,4319,75,29,211
unselected union,stage mean-3,scale,1.12,4313,81,27,213
unselected union,stage mean-3,scale,1.13,4310,84,27,213
unselected union,stage mean-3,scale,1.14,4309,85,23,217
unselected union,stage mean-3,scale,1.15,4306,88,23,217
unselected union,stage mean-3,scale,1.16,4296,98,22,218
unselected union,stage mean-3,scale,1.17,4293,101,21,219
unselected union,stage mean-3,scale,1.18,4288,106,21,219
unselected union,stage mean-3,scale,1.19,4276,118,20,220
unselected union,stage mean-3,scale,1.2,4263,131,20,220
unselected union,stage mean-3,scale,1.21,4260,134,19,221
unselected union,stage mean-3,scale,1.22,4255,139,18,222
unselected union,stage mean-3,scale,1.23,4252,142,17,223
unselected union,stage mean-3,scale,1.24,4249,145,17,223
unselected union,stage mean-3,scale,1.25,4246,148,16,224
unselected union,stage mean-3,scale,1.26,4241,153,15,225
unselected union,stage mean-3,scale,1.27,4238,156,15,225
unselected union,stage mean-3,scale,1.28,4232,162,15,225
unselected union,stage mean-3,scale,1.29,4221,173,15,225
unselected union,stage mean-3,scale,1.3,4220,174,15,225
unselected union,stage mean-3,scale,1.31,4218,176,15,225
unselected union,stage mean-3,scale,1.32,4210,184,15,225
unselected union,stage mean-3,scale,1.33,4203,191,15,225
unselected union,stage mean-3,scale,1.34,4197,197,14,226
unselected union,stage mean-3,scale,1.35,4185,209,14,226
unselected union,stage mean-3,scale,1.36,4174,220,14,226
unselected union,stage mean-3,scale,1.37,4167,227,13,227
unselected union,stage mean-3,scale,1.38,4157,237,13,227
unselected union,stage mean-3,scale,1.39,4150,244,13,227
unselected union,stage mean-3,scale,1.4,4144,250,13,227
unselected union,stage mean-3,scale,1.41,4136,258,13,227
unselected union,stage mean-3,scale,1.42,4131,263,13,227
unselected union,stage mean-3,scale,1.43,4126,268,13,227
unselected union,stage mean-3,scale,1.44,4115,279,13,227
unselected union,stage mean-3,scale,1.45,4112,282,13,227
unselected union,stage mean-3,scale,1.46,4102,292,13,227
unselected union,stage mean-3,scale,1.47,4099,295,13,227
unselected union,stage mean-3,scale,1.48,4087,307,13,227
unselected union,stage mean-3,scale,1.49,4071,323,12,228
unselected union,stage mean-3,scale,1.5,4063,331,11,229
unselected union,stage mean-3,scale,1.51,4057,337,11,229
unselected union,stage mean-3,scale,1.52,4051,343,11,229
unselected union,stage mean-3,scale,1.53,4044,350,11,229
unselected union,stage mean-3,scale,1.54,4033,361,11,229
unselected union,stage mean-3,scale,1.55,4025,369,11,229
unselected union,stage mean-3,scale,1.56,4017,377,11,229
unselected union,stage mean-3,scale,1.57,4014,380,11,229
unselected union,stage mean-3,scale,1.58,4007,387,10,230
unselected union,stage mean-3,scale,1.59,4003,391,10,230
unselected union,stage mean-3,scale,1.6,3992,402,10,230
unselected union,stage mean-3,scale,1.61,3986,408,10,230
unselected union,stage mean-3,scale,1.62,3976,418,10,230
unselected union,stage mean-3,scale,1.63,3968,426,10,230
unselected union,stage mean-3,scale,1.64,3959,435,10,230
unselected union,stage mean-3,scale,1.65,3952,442,10,230
unselected union,stage mean-3,scale,1.66,3940,454,10,230
unselected union,stage mean-3,scale,1.67,3931,463,10,230
unselected union,stage mean-3,scale,1.68,3923,471,10,230
unselected union,stage mean-3,scale,1.69,3914,480,10,230
unselected union,stage mean-3,scale,1.7,3907,487,10,230
unselected union,stage mean-3,scale,1.71,3896,498,10,230
unselected union,stage mean-3,scale,1.72,3886,508,10,230
unselected union,stage mean-3,scale,1.73,3876,518,10,230
unselected union,stage mean-3,scale,1.74,3867,527,10,230
unselected union,stage mean-3,scale,1.75,3858,536,10,230
unselected union,stage mean-3,scale,1.76,3846,548,10,230
unselected union,stage mean-3,scale,1.77,3835,559,10,230
unselected union,stage mean-3,scale,1.78,3822,572,10,230
unselected union,stage mean-3,scale,1.79,3809,585,9,231
unselected union,stage mean-3,scale,1.8,3797,597,9,231
unselected union,stage mean-3,scale,1.81,3789,605,9,231
unselected union,stage mean-3,scale,1.82,3778,616,9,231
unselected union,stage mean-3,scale,1.83,3771,623,9,231
unselected union,stage mean-3,scale,1.84,3757,637,8,232
unselected union,stage mean-3,scale,1.85,3746,648,8,232
unselected union,stage mean-3,scale,1.86,3741,653,8,232
unselected union,stage mean-3,scale,1.87,3734,660,8,232
unselected union,stage mean-3,scale,1.88,3726,668,8,232
unselected union,stage mean-3,scale,1.89,3713,681,8,232
unselected union,stage mean-3,scale,1.9,3707,687,8,232
unselected union,stage mean-3,scale,1.91,3698,696,8,232
unselected union,stage mean-3,scale,1.92,3686,708,8,232
unselected union,stage mean-3,scale,1.93,3678,716,8,232
unselected union,stage mean-3,scale,1.94,3663,731,8,232
unselected union,stage mean-3,scale,1.95,3659,735,8,232
unselected union,stage mean-3,scale,1.96,3650,744,8,232
unselected union,stage mean-3,scale,1.97,3644,750,8,232
unselected union,stage mean-3,scale,1.98,3637,757,8,232
unselected union,stage mean-3,scale,1.99,3630,764,8,232
unselected union,stage mean-3,scale,2.0,3627,767,8,232
unselected union,stage mean-3,scale,2.01,3617,777,8,232
unselected union,stage mean-3,scale,2.02,3609,785,8,232
unselected union,stage mean-3,scale,2.03,3604,790,8,232
unselected union,stage mean-3,scale,2.04,3595,799,8,232
unselected union,stage mean-3,scale,2.05,3588,806,8,232
unselected union,stage mean-3,scale,2.06,3582,812,8,232
unselected union,stage mean-3,scale,2.07,3577,817,8,232
unselected union,stage mean-3,scale,2.08,3572,822,8,232
unselected union,stage mean-3,scale,2.09,3558,836,8,232
unselected union,stage mean-3,scale,2.1,3551,843,8,232
unselected union,stage mean-3,scale,2.11,3541,853,8,232
unselected union,stage mean-3,scale,2.12,3532,862,8,232
unselected union,stage mean-3,scale,2.13,3519,875,8,232
unselected union,stage mean-3,scale,2.14,3510,884,8,232
unselected union,stage mean-3,scale,2.15,3500,894,8,232
unselected union,stage mean-3,scale,2.16,3491,903,8,232
unselected union,stage mean-3,scale,2.17,3477,917,8,232
unselected union,stage mean-3,scale,2.18,3468,926,8,232
unselected union,stage mean-3,scale,2.19,3460,934,8,232
unselected union,stage mean-3,scale,2.2,3454,940,8,232
unselected union,stage mean-3,scale,2.21,3445,949,8,232
unselected union,stage mean-3,scale,2.22,3440,954,8,232
unselected union,stage mean-3,scale,2.23,3429,965,8,232
unselected union,stage mean-3,scale,2.24,3422,972,8,232
unselected union,stage mean-3,scale,2.25,3413,981,8,232
unselected union,stage mean-3,scale,2.26,3406,988,8,232
unselected union,stage mean-3,scale,2.27,3396,998,8,232
unselected union,stage mean-3,scale,2.28,3388,1006,8,232
unselected union,stage mean-3,scale,2.29,3379,1015,8,232
unselected union,stage mean-3,scale,2.3,3368,1026,8,232
unselected union,stage mean-3,scale,2.31,3363,1031,8,232
unselected union,stage mean-3,scale,2.32,3354,1040,8,232
unselected union,stage mean-3,scale,2.33,3344,1050,8,232
unselected union,stage mean-3,scale,2.34,3340,1054,8,232
unselected union,stage mean-3,scale,2.35,3330,1064,8,232
unselected union,stage mean-3,scale,2.36,3320,1074,8,232
unselected union,stage mean-3,scale,2.37,3313,1081,8,232
unselected union,stage mean-3,scale,2.38,3298,1096,8,232
unselected union,stage mean-3,scale,2.39,3288,1106,8,232
unselected union,stage mean-3,scale,2.4,3280,1114,8,232
unselected union,stage mean-3,scale,2.41,3271,1123,8,232
unselected union,stage mean-3,scale,2.42,3263,1131,8,232
unselected union,stage mean-3,scale,2.43,3256,1138,8,232
unselected union,stage mean-3,scale,2.44,3247,1147,8,232
unselected union,stage mean-3,scale,2.45,3240,1154,8,232
unselected union,stage mean-3,scale,2.46,3233,1161,8,232
unselected union,stage mean-3,scale,2.47,3225,1169,8,232
unselected union,stage mean-3,scale,2.48,3218,1176,8,232
unselected union,stage mean-3,scale,2.49,3206,1188,8,232
unselected union,stage mean-3,scale,2.5,3196,1198,8,232
unselected union,stage mean-3,scale,2.51,3188,1206,8,232
unselected union,stage mean-3,scale,2.52,3180,1214,8,232
unselected union,stage mean-3,scale,2.53,3167,1227,8,232
unselected union,stage mean-3,scale,2.54,3160,1234,8,232
unselected union,stage mean-3,scale,2.55,3154,1240,8,232
unselected union,stage mean-3,scale,2.56,3148,1246,8,232
unselected union,stage mean-3,scale,2.57,3142,1252,8,232
unselected union,stage mean-3,scale,2.58,3132,1262,8,232
unselected union,stage mean-3,scale,2.59,3120,1274,8,232
unselected union,stage mean-3,scale,2.6,3109,1285,8,232
unselected union,stage mean-3,scale,2.61,3102,1292,8,232
unselected union,stage mean-3,scale,2.62,3096,1298,8,232
unselected union,stage mean-3,scale,2.63,3093,1301,8,232
unselected union,stage mean-3,scale,2.64,3084,1310,8,232
unselected union,stage mean-3,scale,2.65,3080,1314,8,232
unselected union,stage mean-3,scale,2.66,3070,1324,8,232
unselected union,stage mean-3,scale,2.67,3055,1339,8,232
unselected union,stage mean-3,scale,2.68,3050,1344,8,232
unselected union,stage mean-3,scale,2.69,3045,1349,8,232
unselected union,stage mean-3,scale,2.7,3037,1357,8,232
unselected union,stage mean-3,scale,2.71,3030,1364,8,232
unselected union,stage mean-3,scale,2.72,3028,1366,8,232
unselected union,stage mean-3,scale,2.73,3020,1374,8,232
unselected union,stage mean-3,scale,2.74,3018,1376,8,232
unselected union,stage mean-3,scale,2.75,3010,1384,8,232
unselected union,stage mean-3,scale,2.76,3004,1390,8,232
unselected union,stage mean-3,scale,2.77,2996,1398,8,232
unselected union,stage mean-3,scale,2.78,2986,1408,8,232
unselected union,stage mean-3,scale,2.79,2978,1416,8,232
unselected union,stage mean-3,scale,2.8,2976,1418,8,232
unselected union,stage mean-3,scale,2.81,2971,1423,8,232
unselected union,stage mean-3,scale,2.82,2971,1423,8,232
unselected union,stage mean-3,scale,2.83,2967,1427,8,232
unselected union,stage mean-3,scale,2.84,2956,1438,8,232
unselected union,stage mean-3,scale,2.85,2951,1443,8,232
unselected union,stage mean-3,scale,2.86,2947,1447,8,232
unselected union,stage mean-3,scale,2.87,2944,1450,8,232
unselected union,stage mean-3,scale,2.88,2937,1457,8,232
unselected union,stage mean-3,scale,2.89,2932,1462,8,232
unselected union,stage mean-3,scale,2.9,2928,1466,8,232
unselected union,stage mean-3,scale,2.91,2917,1477,8,232
unselected union,stage mean-3,scale,2.92,2908,1486,8,232
unselected union,stage mean-3,scale,2.93,2900,1494,8,232
unselected union,stage mean-3,scale,2.94,2892,1502,8,232
unselected union,stage mean-3,scale,2.95,2887,1507,8,232
unselected union,stage mean-3,scale,2.96,2883,1511,8,232
unselected union,stage mean-3,scale,2.97,2877,1517,8,232
unselected union,stage mean-3,scale,2.98,2872,1522,8,232
unselected union,stage mean-3,scale,2.99,2869,1525,8,232
unselected union,stage mean-3,scale,3.0,2862,1532,8,232
unselected union,stage max-5,margin,0.0,4286,108,22,218
unselected union,stage max-5,margin,10.0,4279,115,22,218
unselected union,stage max-5,margin,20.0,4271,123,21,219
unselected union,stage max-5,margin,30.0,4266,128,19,221
unselected union,stage max-5,margin,40.0,4259,135,19,221
unselected union,stage max-5,margin,50.0,4248,146,19,221
unselected union,stage max-5,margin,60.0,4239,155,18,222
unselected union,stage max-5,margin,70.0,4228,166,17,223
unselected union,stage max-5,margin,80.0,4219,175,17,223
unselected union,stage max-5,margin,90.0,4213,181,16,224
unselected union,stage max-5,margin,100.0,4206,188,15,225
unselected union,stage max-5,margin,110.0,4199,195,15,225
unselected union,stage max-5,margin,120.0,4195,199,15,225
unselected union,stage max-5,margin,130.0,4185,209,14,226
unselected union,stage max-5,margin,140.0,4176,218,14,226
unselected union,stage max-5,margin,150.0,4168,226,14,226
unselected union,stage max-5,margin,160.0,4160,234,14,226
unselected union,stage max-5,margin,170.0,4156,238,14,226
unselected union,stage max-5,margin,180.0,4143,251,14,226
unselected union,stage max-5,margin,190.0,4132,262,13,227
unselected union,stage max-5,margin,200.0,4122,272,12,228
unselected union,stage max-5,margin,210.0,4113,281,12,228
unselected union,stage max-5,margin,220.0,4101,293,12,228
unselected union,stage max-5,margin,230.0,4086,308,12,228
unselected union,stage max-5,margin,240.0,4074,320,12,228
unselected union,stage max-5,margin,250.0,4063,331,12,228
unselected union,stage max-5,margin,260.0,4055,339,12,228
unselected union,stage max-5,margin,270.0,4045,349,12,228
unselected union,stage max-5,margin,280.0,4037,357,11,229
unselected union,stage max-5,margin,290.0,4027,367,11,229
unselected union,stage max-5,margin,300.0,4013,381,11,229
unselected union,stage max-5,margin,310.0,4003,391,11,229
unselected union,stage max-5,margin,320.0,3993,401,11,229
unselected union,stage max-5,margin,330.0,3975,419,11,229
unselected union,stage max-5,margin,340.0,3965,429,11,229
unselected union,stage max-5,margin,350.0,3954,440,11,229
unselected union,stage max-5,margin,360.0,3945,449,11,229
unselected union,stage max-5,margin,370.0,3932,462,11,229
unselected union,stage max-5,margin,380.0,3918,476,11,229
unselected union,stage max-5,margin,390.0,3906,488,10,230
unselected union,stage max-5,margin,400.0,3894,500,10,230
unselected union,stage max-5,margin,410.0,3884,510,10,230
unselected union,stage max-5,margin,420.0,3874,520,10,230
unselected union,stage max-5,margin,430.0,3862,532,10,230
unselected union,stage max-5,margin,440.0,3852,542,10,230
unselected union,stage max-5,margin,450.0,3843,551,10,230
unselected union,stage max-5,margin,460.0,3830,564,10,230
unselected union,stage max-5,margin,470.0,3811,583,10,230
unselected union,stage max-5,margin,480.0,3800,594,9,231
unselected union,stage max-5,margin,490.0,3788,606,9,231
unselected union,stage max-5,margin,500.0,3771,623,9,231
unselected union,stage max-5,margin,510.0,3764,630,9,231
unselected union,stage max-5,margin,520.0,3753,641,9,231
unselected union,stage max-5,margin,530.0,3741,653,9,231
unselected union,stage max-5,margin,540.0,3727,667,9,231
unselected union,stage max-5,margin,550.0,3714,680,9,231
unselected union,stage max-5,margin,560.0,3697,697,9,231
unselected union,stage max-5,margin,570.0,3691,703,9,231
unselected union,stage max-5,margin,580.0,3683,711,9,231
unselected union,stage max-5,margin,590.0,3674,720,9,231
unselected union,stage max-5,margin,600.0,3662,732,9,231
unselected union,stage max-5,margin,610.0,3639,755,9,231
unselected union,stage max-5,margin,620.0,3628,766,8,232
unselected union,stage max-5,margin,630.0,3615,779,8,232
unselected union,stage max-5,margin,640.0,3600,794,8,232
unselected union,stage max-5,margin,650.0,3586,808,8,232
unselected union,stage max-5,margin,660.0,3573,821,8,232
unselected union,stage max-5,margin,670.0,3561,833,8,232
unselected union,stage max-5,margin,680.0,3548,846,8,232
unselected union,stage max-5,margin,690.0,3533,861,8,232
unselected union,stage max-5,margin,700.0,3522,872,8,232
unselected union,stage max-5,margin,710.0,3500,894,8,232
unselected union,stage max-5,margin,720.0,3490,904,8,232
unselected union,stage max-5,margin,730.0,3471,923,8,232
unselected union,stage max-5,margin,740.0,3461,933,8,232
unselected union,stage max-5,margin,750.0,3448,946,8,232
unselected union,stage max-5,margin,760.0,3437,957,8,232
unselected union,stage max-5,margin,770.0,3418,976,8,232
unselected union,stage max-5,margin,780.0,3399,995,8,232
unselected union,stage max-5,margin,790.0,3378,1016,8,232
unselected union,stage max-5,margin,800.0,3364,1030,8,232
unselected union,stage max-5,margin,810.0,3350,1044,8,232
unselected union,stage max-5,margin,820.0,3338,1056,8,232
unselected union,stage max-5,margin,830.0,3323,1071,8,232
unselected union,stage max-5,margin,840.0,3310,1084,8,232
unselected union,stage max-5,margin,850.0,3302,1092,8,232
unselected union,stage max-5,margin,860.0,3288,1106,8,232
unselected union,stage max-5,margin,870.0,3277,1117,8,232
unselected union,stage max-5,margin,880.0,3266,1128,8,232
unselected union,stage max-5,margin,890.0,3259,1135,8,232
unselected union,stage max-5,margin,900.0,3250,1144,8,232
unselected union,stage max-5,margin,910.0,3231,1163,8,232
unselected union,stage max-5,margin,920.0,3215,1179,8,232
unselected union,stage max-5,margin,930.0,3205,1189,8,232
unselected union,stage max-5,margin,940.0,3195,1199,8,232
unselected union,stage max-5,margin,950.0,3182,1212,8,232
unselected union,stage max-5,margin,960.0,3175,1219,8,232
unselected union,stage max-5,margin,970.0,3166,1228,8,232
unselected union,stage max-5,margin,980.0,3149,1245,8,232
unselected union,stage max-5,margin,990.0,3135,1259,8,232
unselected union,stage max-5,margin,1000.0,3129,1265,8,232
unselected union,stage max-5,margin,1010.0,3120,1274,8,232
unselected union,stage max-5,margin,1020.0,3113,1281,8,232
unselected union,stage max-5,margin,1030.0,3104,1290,8,232
unselected union,stage max-5,margin,1040.0,3091,1303,8,232
unselected union,stage max-5,margin,1050.0,3081,1313,8,232
unselected union,stage max-5,margin,1060.0,3071,1323,8,232
unselected union,stage max-5,margin,1070.0,3064,1330,8,232
unselected union,stage max-5,margin,1080.0,3057,1337,8,232
unselected union,stage max-5,margin,1090.0,3045,1349,8,232
unselected union,stage max-5,margin,1100.0,3036,1358,8,232
unselected union,stage max-5,margin,1110.0,3023,1371,8,232
unselected union,stage max-5,margin,1120.0,3012,1382,8,232
unselected union,stage max-5,margin,1130.0,2999,1395,8,232
unselected union,stage max-5,margin,1140.0,2986,1408,8,232
unselected union,stage max-5,margin,1150.0,2977,1417,8,232
unselected union,stage max-5,margin,1160.0,2968,1426,8,232
unselected union,stage max-5,margin,1170.0,2959,1435,8,232
unselected union,stage max-5,margin,1180.0,2951,1443,8,232
unselected union,stage max-5,margin,1190.0,2944,1450,8,232
unselected union,stage max-5,margin,1200.0,2936,1458,8,232
unselected union,stage max-5,margin,1210.0,2926,1468,8,232
unselected union,stage max-5,margin,1220.0,2916,1478,8,232
unselected union,stage max-5,margin,1230.0,2904,1490,8,232
unselected union,stage max-5,margin,1240.0,2896,1498,8,232
unselected union,stage max-5,margin,1250.0,2890,1504,8,232
unselected union,stage max-5,margin,1260.0,2878,1516,8,232
unselected union,stage max-5,margin,1270.0,2873,1521,8,232
unselected union,stage max-5,margin,1280.0,2863,1531,8,232
unselected union,stage max-5,margin,1290.0,2855,1539,8,232
unselected union,stage max-5,margin,1300.0,2853,1541,8,232
unselected union,stage max-5,margin,1310.0,2849,1545,8,232
unselected union,stage max-5,margin,1320.0,2841,1553,8,232
unselected union,stage max-5,margin,1330.0,2836,1558,8,232
unselected union,stage max-5,margin,1340.0,2829,1565,8,232
unselected union,stage max-5,margin,1350.0,2818,1576,8,232
unselected union,stage max-5,margin,1360.0,2810,1584,8,232
unselected union,stage max-5,margin,1370.0,2796,1598,8,232
unselected union,stage max-5,margin,1380.0,2784,1610,8,232
unselected union,stage max-5,margin,1390.0,2780,1614,8,232
unselected union,stage max-5,margin,1400.0,2769,1625,8,232
unselected union,stage max-5,margin,1410.0,2760,1634,8,232
unselected union,stage max-5,margin,1420.0,2753,1641,8,232
unselected union,stage max-5,margin,1430.0,2745,1649,8,232
unselected union,stage max-5,margin,1440.0,2734,1660,8,232
unselected union,stage max-5,margin,1450.0,2722,1672,8,232
unselected union,stage max-5,margin,1460.0,2714,1680,8,232
unselected union,stage max-5,margin,1470.0,2702,1692,8,232
unselected union,stage max-5,margin,1480.0,2696,1698,8,232
unselected union,stage max-5,margin,1490.0,2681,1713,8,232
unselected union,stage max-5,margin,1500.0,2674,1720,8,232
unselected union,stage max-5,scale,1.0,4286,108,22,218
unselected union,stage max-5,scale,1.01,4278,116,22,218
unselected union,stage max-5,scale,1.02,4274,120,22,218
unselected union,stage max-5,scale,1.03,4266,128,20,220
unselected union,stage max-5,scale,1.04,4258,136,20,220
unselected union,stage max-5,scale,1.05,4250,144,19,221
unselected union,stage max-5,scale,1.06,4241,153,19,221
unselected union,stage max-5,scale,1.07,4231,163,18,222
unselected union,stage max-5,scale,1.08,4221,173,16,224
unselected union,stage max-5,scale,1.09,4217,177,16,224
unselected union,stage max-5,scale,1.1,4212,182,15,225
unselected union,stage max-5,scale,1.11,4206,188,15,225
unselected union,stage max-5,scale,1.12,4198,196,15,225
unselected union,stage max-5,scale,1.13,4190,204,15,225
unselected union,stage max-5,scale,1.14,4182,212,14,226
unselected union,stage max-5,scale,1.15,4179,215,14,226
unselected union,stage max-5,scale,1.16,4171,223,14,226
unselected union,stage max-5,scale,1.17,4163,231,14,226
unselected union,stage max-5,scale,1.18,4153,241,14,226
unselected union,stage max-5,scale,1.19,4141,253,14,226
unselected union,stage max-5,scale,1.2,4137,257,13,227
unselected union,stage max-5,scale,1.21,4123,271,13,227
unselected union,stage max-5,scale,1.22,4117,277,12,228
unselected union,stage max-5,scale,1.23,4106,288,12,228
unselected union,stage max-5,scale,1.24,4096,298,12,228
unselected union,stage max-5,scale,1.25,4087,307,11,229
unselected union,stage max-5,scale,1.26,4076,318,11,229
unselected union,stage max-5,scale,1.27,4070,324,11,229
unselected union,stage max-5,scale,1.28,4058,336,11,229
unselected union,stage max-5,scale,1.29,4046,348,11,229
unselected union,stage max-5,scale,1.3,4041,353,11,229
unselected union,stage max-5,scale,1.31,4034,360,11,229
unselected union,stage max-5,scale,1.32,4027,367,11,229
unselected union,stage max-5,scale,1.33,4018,376,11,229
unselected union,stage max-5,scale,1.34,4008,386,11,229
unselected union,stage max-5,scale,1.35,3999,395,11,229
unselected union,stage max-5,scale,1.36,3988,406,11,229
unselected union,stage max-5,scale,1.37,3979,415,10,230
unselected union,stage max-5,scale,1.38,3968,426,10,230
unselected union,stage max-5,scale,1.39,3954,440,10,230
unselected union,stage max-5,scale,1.4,3944,450,10,230
unselected union,stage max-5,scale,1.41,3939,455,10,230
unselected union,stage max-5,scale,1.42,3931,463,10,230
unselected union,stage max-5,scale,1.43,3919,475,10,230
unselected union,stage max-5,scale,1.44,3907,487,10,230
unselected union,stage max-5,scale,1.45,3896,498,10,230
unselected union,stage max-5,scale,1.46,3889,505,10,230
unselected union,stage max-5,scale,1.47,3878,516,10,230
unselected union,stage max-5,scale,1.48,3867,527,10,230
unselected union,stage max-5,scale,1.49,3855,539,10,230
unselected union,stage max-5,scale,1.5,3847,547,10,230
unselected union,stage max-5,scale,1.51,3839,555,10,230
unselected union,stage max-5,scale,1.52,3827,567,10,230
unselected union,stage max-5,scale,1.53,3819,575,10,230
unselected union,stage max-5,scale,1.54,3808,586,10,230
unselected union,stage max-5,scale,1.55,3798,596,10,230
unselected union,stage max-5,scale,1.56,3782,612,10,230
unselected union,stage max-5,scale,1.57,3774,620,10,230
unselected union,stage max-5,scale,1.58,3763,631,10,230
unselected union,stage max-5,scale,1.59,3747,647,10,230
unselected union,stage max-5,scale,1.6,3740,654,9,231
unselected union,stage max-5,scale,1.61,3722,672,9,231
unselected union,stage max-5,scale,1.62,3715,679,9,231
unselected union,stage max-5,scale,1.63,3703,691,9,231
unselected union,stage max-5,scale,1.64,3695,699,9,231
unselected union,stage max-5,scale,1.65,3688,706,9,231
unselected union,stage max-5,scale,1.66,3681,713,9,231
unselected union,stage max-5,scale,1.67,3667,727,9,231
unselected union,stage max-5,scale,1.68,3652,742,9,231
unselected union,stage max-5,scale,1.69,3633,761,8,232
unselected union,stage max-5,scale,1.7,3626,768,8,232
unselected union,stage max-5,scale,1.71,3616,778,8,232
unselected union,stage max-5,scale,1.72,3606,788,8,232
unselected union,stage max-5,scale,1.73,3594,800,8,232
unselected union,stage max-5,scale,1.74,3579,815,8,232
unselected union,stage max-5,scale,1.75,3572,822,8,232
unselected union,stage max-5,scale,1.76,3565,829,8,232
unselected union,stage max-5,scale,1.77,3555,839,8,232
unselected union,stage max-5,scale,1.78,3542,852,8,232
unselected union,stage max-5,scale,1.79,3537,857,8,232
unselected union,stage max-5,scale,1.8,3527,867,8,232
unselected union,stage max-5,scale,1.81,3519,875,8,232
unselected union,stage max-5,scale,1.82,3514,880,8,232
unselected union,stage max-5,scale,1.83,3506,888,8,232
unselected union,stage max-5,scale,1.84,3497,897,8,232
unselected union,stage max-5,scale,1.85,3490,904,8,232
unselected union,stage max-5,scale,1.86,3483,911,8,232
unselected union,stage max-5,scale,1.87,3471,923,8,232
unselected union,stage max-5,scale,1.88,3458,936,8,232
unselected union,stage max-5,scale,1.89,3451,943,8,232
unselected union,stage max-5,scale,1.9,3443,951,8,232
unselected union,stage max-5,scale,1.91,3434,960,8,232
unselected union,stage max-5,scale,1.92,3426,968,8,232
unselected union,stage max-5,scale,1.93,3411,983,8,232
unselected union,stage max-5,scale,1.94,3402,992,8,232
unselected union,stage max-5,scale,1.95,3386,1008,8,232
unselected union,stage max-5,scale,1.96,3375,1019,8,232
unselected union,stage max-5,scale,1.97,3370,1024,8,232
unselected union,stage max-5,scale,1.98,3368,1026,8,232
unselected union,stage max-5,scale,1.99,3358,1036,8,232
unselected union,stage max-5,scale,2.0,3351,1043,8,232
unselected union,stage max-5,scale,2.01,3341,1053,8,232
unselected union,stage max-5,scale,2.02,3335,1059,8,232
unselected union,stage max-5,scale,2.03,3324,1070,8,232
unselected union,stage max-5,scale,2.04,3314,1080,8,232
unselected union,stage max-5,scale,2.05,3298,1096,8,232
unselected union,stage max-5,scale,2.06,3293,1101,8,232
unselected union,stage max-5,scale,2.07,3280,1114,8,232
unselected union,stage max-5,scale,2.08,3276,1118,8,232
unselected union,stage max-5,scale,2.09,3260,1134,8,232
unselected union,stage max-5,scale,2.1,3246,1148,8,232
unselected union,stage max-5,scale,2.11,3238,1156,8,232
unselected union,stage max-5,scale,2.12,3225,1169,8,232
unselected union,stage max-5,scale,2.13,3212,1182,8,232
unselected union,stage max-5,scale,2.14,3206,1188,8,232
unselected union,stage max-5,scale,2.15,3193,1201,8,232
unselected union,stage max-5,scale,2.16,3181,1213,8,232
unselected union,stage max-5,scale,2.17,3171,1223,8,232
unselected union,stage max-5,scale,2.18,3168,1226,8,232
unselected union,stage max-5,scale,2.19,3157,1237,8,232
unselected union,stage max-5,scale,2.2,3147,1247,8,232
unselected union,stage max-5,scale,2.21,3140,1254,8,232
unselected union,stage max-5,scale,2.22,3136,1258,8,232
unselected union,stage max-5,scale,2.23,3128,1266,8,232
unselected union,stage max-5,scale,2.24,3121,1273,8,232
unselected union,stage max-5,scale,2.25,3114,1280,8,232
unselected union,stage max-5,scale,2.26,3104,1290,8,232
unselected union,stage max-5,scale,2.27,3095,1299,8,232
unselected union,stage max-5,scale,2.28,3088,1306,8,232
unselected union,stage max-5,scale,2.29,3074,1320,8,232
unselected union,stage max-5,scale,2.3,3066,1328,8,232
unselected union,stage max-5,scale,2.31,3056,1338,8,232
unselected union,stage max-5,scale,2.32,3048,1346,8,232
unselected union,stage max-5,scale,2.33,3040,1354,8,232
unselected union,stage max-5,scale,2.34,3033,1361,8,232
unselected union,stage max-5,scale,2.35,3023,1371,8,232
unselected union,stage max-5,scale,2.36,3019,1375,8,232
unselected union,stage max-5,scale,2.37,3014,1380,8,232
unselected union,stage max-5,scale,2.38,3006,1388,8,232
unselected union,stage max-5,scale,2.39,3000,1394,8,232
unselected union,stage max-5,scale,2.4,2995,1399,8,232
