pop,arm,knob,value,FA,FS,UA,US
RQ3 pool,stage+r mean-3,scale,1.69,3191,377,1,177
RQ3 pool,stage+r mean-3,scale,1.7,3186,382,1,177
RQ3 pool,stage+r mean-3,scale,1.71,3174,394,1,177
RQ3 pool,stage+r mean-3,scale,1.72,3168,400,1,177
RQ3 pool,stage+r mean-3,scale,1.73,3158,410,1,177
RQ3 pool,stage+r mean-3,scale,1.74,3153,415,1,177
RQ3 pool,stage+r mean-3,scale,1.75,3139,429,1,177
RQ3 pool,stage+r mean-3,scale,1.76,3130,438,0,178
RQ3 pool,stage+r mean-3,scale,1.77,3124,444,0,178
RQ3 pool,stage+r mean-3,scale,1.78,3117,451,0,178
RQ3 pool,stage+r mean-3,scale,1.79,3101,467,0,178
RQ3 pool,stage+r mean-3,scale,1.8,3099,469,0,178
RQ3 pool,stage+r mean-3,scale,1.81,3094,474,0,178
RQ3 pool,stage+r mean-3,scale,1.82,3084,484,0,178
RQ3 pool,stage+r mean-3,scale,1.83,3073,495,0,178
RQ3 pool,stage+r mean-3,scale,1.84,3066,502,0,178
RQ3 pool,stage+r mean-3,scale,1.85,3063,505,0,178
RQ3 pool,stage+r mean-3,scale,1.86,3057,511,0,178
RQ3 pool,stage+r mean-3,scale,1.87,3045,523,0,178
RQ3 pool,stage+r mean-3,scale,1.88,3036,532,0,178
RQ3 pool,stage+r mean-3,scale,1.89,3027,541,0,178
RQ3 pool,stage+r mean-3,scale,1.9,3022,546,0,178
RQ3 pool,stage+r mean-3,scale,1.91,3011,557,0,178
RQ3 pool,stage+r mean-3,scale,1.92,3003,565,0,178
RQ3 pool,stage+r mean-3,scale,1.93,2998,570,0,178
RQ3 pool,stage+r mean-3,scale,1.94,2991,577,0,178
RQ3 pool,stage+r mean-3,scale,1.95,2988,580,0,178
RQ3 pool,stage+r mean-3,scale,1.96,2979,589,0,178
RQ3 pool,stage+r mean-3,scale,1.97,2976,592,0,178
RQ3 pool,stage+r mean-3,scale,1.98,2971,597,0,178
RQ3 pool,stage+r mean-3,scale,1.99,2963,605,0,178
RQ3 pool,stage+r mean-3,scale,2.0,2959,609,0,178
RQ3 pool,stage+r mean-3,scale,2.01,2957,611,0,178
RQ3 pool,stage+r mean-3,scale,2.02,2948,620,0,178
RQ3 pool,stage+r mean-3,scale,2.03,2945,623,0,178
RQ3 pool,stage+r mean-3,scale,2.04,2941,627,0,178
RQ3 pool,stage+r mean-3,scale,2.05,2937,631,0,178
RQ3 pool,stage+r mean-3,scale,2.06,2936,632,0,178
RQ3 pool,stage+r mean-3,scale,2.07,2930,638,0,178
RQ3 pool,stage+r mean-3,scale,2.08,2920,648,0,178
RQ3 pool,stage+r mean-3,scale,2.09,2911,657,0,178
RQ3 pool,stage+r mean-3,scale,2.1,2904,664,0,178
RQ3 pool,stage+r mean-3,scale,2.11,2896,672,0,178
RQ3 pool,stage+r mean-3,scale,2.12,2889,679,0,178
RQ3 pool,stage+r mean-3,scale,2.13,2883,685,0,178
RQ3 pool,stage+r mean-3,scale,2.14,2869,699,0,178
RQ3 pool,stage+r mean-3,scale,2.15,2862,706,0,178
RQ3 pool,stage+r mean-3,scale,2.16,2854,714,0,178
RQ3 pool,stage+r mean-3,scale,2.17,2848,720,0,178
RQ3 pool,stage+r mean-3,scale,2.18,2840,728,0,178
RQ3 pool,stage+r mean-3,scale,2.19,2838,730,0,178
RQ3 pool,stage+r mean-3,scale,2.2,2834,734,0,178
RQ3 pool,stage+r mean-3,scale,2.21,2822,746,0,178
RQ3 pool,stage+r mean-3,scale,2.22,2815,753,0,178
RQ3 pool,stage+r mean-3,scale,2.23,2810,758,0,178
RQ3 pool,stage+r mean-3,scale,2.24,2804,764,0,178
RQ3 pool,stage+r mean-3,scale,2.25,2797,771,0,178
RQ3 pool,stage+r mean-3,scale,2.26,2791,777,0,178
RQ3 pool,stage+r mean-3,scale,2.27,2784,784,0,178
RQ3 pool,stage+r mean-3,scale,2.28,2773,795,0,178
RQ3 pool,stage+r mean-3,scale,2.29,2766,802,0,178
RQ3 pool,stage+r mean-3,scale,2.3,2762,806,0,178
RQ3 pool,stage+r mean-3,scale,2.31,2755,813,0,178
RQ3 pool,stage+r mean-3,scale,2.32,2746,822,0,178
RQ3 pool,stage+r mean-3,scale,2.33,2739,829,0,178
RQ3 pool,stage+r mean-3,scale,2.34,2735,833,0,178
RQ3 pool,stage+r mean-3,scale,2.35,2726,842,0,178
RQ3 pool,stage+r mean-3,scale,2.36,2715,853,0,178
RQ3 pool,stage+r mean-3,scale,2.37,2710,858,0,178
RQ3 pool,stage+r mean-3,scale,2.38,2703,865,0,178
RQ3 pool,stage+r mean-3,scale,2.39,2695,873,0,178
RQ3 pool,stage+r mean-3,scale,2.4,2687,881,0,178
RQ3 pool,stage+r mean-3,scale,2.41,2680,888,0,178
RQ3 pool,stage+r mean-3,scale,2.42,2678,890,0,178
RQ3 pool,stage+r mean-3,scale,2.43,2668,900,0,178
RQ3 pool,stage+r mean-3,scale,2.44,2666,902,0,178
RQ3 pool,stage+r mean-3,scale,2.45,2659,909,0,178
RQ3 pool,stage+r mean-3,scale,2.46,2649,919,0,178
RQ3 pool,stage+r mean-3,scale,2.47,2639,929,0,178
RQ3 pool,stage+r mean-3,scale,2.48,2631,937,0,178
RQ3 pool,stage+r mean-3,scale,2.49,2624,944,0,178
RQ3 pool,stage+r mean-3,scale,2.5,2619,949,0,178
RQ3 pool,stage+r mean-3,scale,2.51,2612,956,0,178
RQ3 pool,stage+r mean-3,scale,2.52,2607,961,0,178
RQ3 pool,stage+r mean-3,scale,2.53,2600,968,0,178
RQ3 pool,stage+r mean-3,scale,2.54,2592,976,0,178
RQ3 pool,stage+r mean-3,scale,2.55,2587,981,0,178
RQ3 pool,stage+r mean-3,scale,2.56,2578,990,0,178
RQ3 pool,stage+r mean-3,scale,2.57,2568,1000,0,178
RQ3 pool,stage+r mean-3,scale,2.58,2563,1005,0,178
RQ3 pool,stage+r mean-3,scale,2.59,2559,1009,0,178
RQ3 pool,stage+r mean-3,scale,2.6,2556,1012,0,178
RQ3 pool,stage+r mean-3,scale,2.61,2547,1021,0,178
RQ3 pool,stage+r mean-3,scale,2.62,2543,1025,0,178
RQ3 pool,stage+r mean-3,scale,2.63,2534,1034,0,178
RQ3 pool,stage+r mean-3,scale,2.64,2525,1043,0,178
RQ3 pool,stage+r mean-3,scale,2.65,2521,1047,0,178
RQ3 pool,stage+r mean-3,scale,2.66,2516,1052,0,178
RQ3 pool,stage+r mean-3,scale,2.67,2509,1059,0,178
RQ3 pool,stage+r mean-3,scale,2.68,2505,1063,0,178
RQ3 pool,stage+r mean-3,scale,2.69,2501,1067,0,178
RQ3 pool,stage+r mean-3,scale,2.7,2496,1072,0,178
RQ3 pool,stage+r mean-3,scale,2.71,2490,1078,0,178
RQ3 pool,stage+r mean-3,scale,2.72,2484,1084,0,178
RQ3 pool,stage+r mean-3,scale,2.73,2478,1090,0,178
RQ3 pool,stage+r mean-3,scale,2.74,2472,1096,0,178
RQ3 pool,stage+r mean-3,scale,2.75,2467,1101,0,178
RQ3 pool,stage+r mean-3,scale,2.76,2462,1106,0,178
RQ3 pool,stage+r mean-3,scale,2.77,2459,1109,0,178
RQ3 pool,stage+r mean-3,scale,2.78,2456,1112,0,178
RQ3 pool,stage+r mean-3,scale,2.79,2451,1117,0,178
RQ3 pool,stage+r mean-3,scale,2.8,2446,1122,0,178
RQ3 pool,stage+r mean-3,scale,2.81,2441,1127,0,178
RQ3 pool,stage+r mean-3,scale,2.82,2438,1130,0,178
RQ3 pool,stage+r mean-3,scale,2.83,2435,1133,0,178
RQ3 pool,stage+r mean-3,scale,2.84,2432,1136,0,178
RQ3 pool,stage+r mean-3,scale,2.85,2430,1138,0,178
RQ3 pool,stage+r mean-3,scale,2.86,2424,1144,0,178
RQ3 pool,stage+r mean-3,scale,2.87,2418,1150,0,178
RQ3 pool,stage+r mean-3,scale,2.88,2411,1157,0,178
RQ3 pool,stage+r mean-3,scale,2.89,2402,1166,0,178
RQ3 pool,stage+r mean-3,scale,2.9,2395,1173,0,178
RQ3 pool,stage+r mean-3,scale,2.91,2391,1177,0,178
RQ3 pool,stage+r mean-3,scale,2.92,2386,1182,0,178
RQ3 pool,stage+r mean-3,scale,2.93,2383,1185,0,178
RQ3 pool,stage+r mean-3,scale,2.94,2381,1187,0,178
RQ3 pool,stage+r mean-3,scale,2.95,2377,1191,0,178
RQ3 pool,stage+r mean-3,scale,2.96,2372,1196,0,178
RQ3 pool,stage+r mean-3,scale,2.97,2364,1204,0,178
RQ3 pool,stage+r mean-3,scale,2.98,2359,1209,0,178
RQ3 pool,stage+r mean-3,scale,2.99,2354,1214,0,178
RQ3 pool,stage+r mean-3,scale,3.0,2348,1220,0,178
unselected union,P-hat only,margin,0.0,4388,6,60,180
unselected union,P-hat only,margin,10.0,4387,7,57,183
unselected union,P-hat only,margin,20.0,4379,15,51,189
unselected union,P-hat only,margin,30.0,4379,15,47,193
unselected union,P-hat only,margin,40.0,4375,19,39,201
unselected union,P-hat only,margin,50.0,4369,25,37,203
unselected union,P-hat only,margin,60.0,4361,33,34,206
unselected union,P-hat only,margin,70.0,4355,39,29,211
unselected union,P-hat only,margin,80.0,4348,46,28,212
unselected union,P-hat only,margin,90.0,4341,53,25,215
unselected union,P-hat only,margin,100.0,4326,68,22,218
unselected union,P-hat only,margin,110.0,4322,72,21,219
unselected union,P-hat only,margin,120.0,4316,78,20,220
unselected union,P-hat only,margin,130.0,4307,87,19,221
