backlog_pct,cdf
52.6857,0.87276
52.8,0.87343
52.8286,0.87475
52.8429,0.87608
52.8571,0.87674
52.8714,0.8774
53.0429,0.87806
53.1143,0.87873
53.2714,0.87939
53.2857,0.88072
53.3286,0.88138
53.3429,0.88204
53.3857,0.88337
53.4429,0.88403
53.4571,0.88469
53.4857,0.88535
53.6143,0.88668
53.6429,0.88734
53.7,0.88801
53.9,0.88867
53.9857,0.88933
54.0143,0.88999
54.0429,0.89132
54.0571,0.89198
54.0714,0.89264
54.0857,0.89331
54.1143,0.89397
54.1429,0.89463
54.2714,0.89529
54.3286,0.89596
54.3714,0.89662
54.4,0.89861
54.4143,0.89927
54.4714,0.89993
54.5,0.9006
54.5143,0.90126
54.5857,0.90192
54.6714,0.90258
54.7286,0.90325
54.7571,0.90391
54.7857,0.90457
55.0857,0.90524
55.1,0.9059
55.1571,0.90656
55.2,0.90722
55.2571,0.90855
55.3,0.90921
55.3571,0.90987
55.4714,0.91054
55.4857,0.9112
55.5,0.91252
55.5286,0.91319
55.6429,0.91385
55.7,0.91451
55.7143,0.91518
55.8143,0.91584
55.8571,0.9165
55.8857,0.91716
55.9,0.91783
56.0,0.91849
56.0571,0.91915
56.0714,0.91981
56.0857,0.92114
56.1,0.9218
56.1857,0.92247
56.2,0.92313
56.3,0.92379
56.3714,0.92445
56.4714,0.92512
56.5429,0.92578
56.6,0.92644
56.7286,0.9271
56.7857,0.92777
56.8571,0.92843
56.8714,0.92909
56.9714,0.92975
57.1143,0.93042
57.1714,0.93108
57.1857,0.93174
57.2,0.93241
57.2143,0.93307
57.3143,0.93373
57.3857,0.93439
57.4429,0.93506
57.8429,0.93572
57.9857,0.93638
58.0,0.93704
58.1143,0.93771
58.1286,0.93837
58.1571,0.9397
58.3,0.94036
58.4286,0.94102
58.4429,0.94168
58.9857,0.94235
59.0,0.94301
59.0143,0.94367
59.4,0.94433
59.5571,0.945
59.6714,0.94566
59.7143,0.94632
59.8714,0.94698
59.9571,0.94765
60.0143,0.94831
60.0286,0.94897
60.2,0.94964
60.3,0.9503
60.6857,0.95096
60.7857,0.95162
61.1571,0.95229
61.2,0.95295
61.2429,0.95361
61.2571,0.95427
61.6143,0.95494
61.7,0.9556
61.7429,0.95626
62.1571,0.95693
62.2143,0.95759
62.3143,0.95825
62.3857,0.95891
62.4571,0.95958
62.4714,0.96024
62.7571,0.9609
62.9143,0.96156
63.0714,0.96223
63.2143,0.96289
63.3286,0.96355
63.3714,0.96421
63.4714,0.96488
63.7,0.96554
64.3143,0.9662
64.4857,0.96687
64.5429,0.96753
64.5571,0.96819
64.6286,0.96885
64.8714,0.96952
64.9,0.97018
65.1857,0.97084
65.3714,0.9715
65.4714,0.97217
65.8429,0.97283
66.5,0.97349
66.6857,0.97416
66.7857,0.97482
66.8857,0.97548
67.3143,0.97614
67.4571,0.97681
67.7714,0.97747
67.9714,0.97813
68.0,0.97879
68.0143,0.97946
68.1714,0.98012
68.4,0.98078
69.0714,0.98144
69.2571,0.98211
69.6857,0.98277
69.7143,0.98343
69.9571,0.9841
70.0143,0.98476
70.5571,0.98542
70.6,0.98608
70.9571,0.98675
72.1714,0.98741
72.7,0.98807
72.7143,0.98873
72.7857,0.99006
73.1857,0.99072
73.6857,0.99139
74.5857,0.99205
74.8429,0.99271
76.1857,0.99337
77.2429,0.99404
77.2571,0.9947
77.3143,0.99536
77.3286,0.99602
77.5571,0.99669
77.8857,0.99735
78.6143,0.99801
78.7714,0.99867
79.7714,0.99934
80.0,1.0
